
1	1.00385
0	1.00385
1	1.00535
0	1.00535
1	1.0057
0	1.0057
1	1.00684
0	1.00684
1	1.00711
0	1.00711
1	1.00792
0	1.00792
1	1.0099
0	1.0099
1	1.01017
0	1.01017
1	1.01045
0	1.01045
1	1.0122
0	1.0122
1	1.02103
0	1.02103
1	1.02131
0	1.02131
1	1.02158
0	1.02158
1	1.02315
0	1.02315
1	1.02402
0	1.02402
1	1.0243
0	1.0243
1	1.02673
0	1.02673
1	1.02731
0	1.02731
1	1.0284
0	1.0284
1	1.02873
0	1.02873
1	1.02901
0	1.02901
1	1.02928
0	1.02928
1	1.02984
0	1.02984
1	1.03097
0	1.03097
1	1.03178
0	1.03178
1	1.03266
0	1.03266
1	1.03293
0	1.03293
1	1.03636
0	1.03636
1	1.03692
0	1.03692
1	1.03838
0	1.03838
1	1.03865
0	1.03865
1	1.03899
0	1.03899
1	1.03941
0	1.03941
1	1.04103
0	1.04103
1	1.042
0	1.042
1	1.04393
0	1.04393
1	1.04452
0	1.04452
1	1.04593
0	1.04593
1	1.04688
0	1.04688
1	1.05051
0	1.05051
1	1.05427
0	1.05427
1	1.05455
0	1.05455
1	1.05483
0	1.05483
1	1.05519
0	1.05519
1	1.05547
0	1.05547
1	1.05649
0	1.05649
1	1.05691
0	1.05691
1	1.0573
0	1.0573
1	1.05757
0	1.05757
1	1.05785
0	1.05785
1	1.05902
0	1.05902
1	1.05969
0	1.05969
1	1.06055
0	1.06055
1	1.06134
0	1.06134
1	1.06609
0	1.06609
1	1.06653
0	1.06653
1	1.06681
0	1.06681
1	1.06715
0	1.06715
1	1.06773
0	1.06773
1	1.06804
0	1.06804
1	1.06831
0	1.06831
1	1.06871
0	1.06871
1	1.06899
0	1.06899
1	1.06926
0	1.06926
1	1.07055
0	1.07055
1	1.07082
0	1.07082
1	1.07164
0	1.07164
1	1.07197
0	1.07197
1	1.0742
0	1.0742
1	1.07607
0	1.07607
1	1.0765
0	1.0765
1	1.07757
0	1.07757
1	1.07815
0	1.07815
1	1.07879
0	1.07879
1	1.07907
0	1.07907
1	1.07957
0	1.07957
1	1.07984
0	1.07984
1	1.08018
0	1.08018
1	1.08259
0	1.08259
1	1.08403
0	1.08403
1	1.08431
0	1.08431
1	1.0857
0	1.0857
1	1.08785
0	1.08785
1	1.08812
0	1.08812
1	1.08859
0	1.08859
1	1.0889
0	1.0889
1	1.09035
0	1.09035
1	1.09062
0	1.09062
1	1.09149
0	1.09149
1	1.0922
0	1.0922
1	1.09314
0	1.09314
1	1.09341
0	1.09341
1	1.09453
0	1.09453
1	1.09481
0	1.09481
1	1.09563
0	1.09563
1	1.09697
0	1.09697
1	1.09774
0	1.09774
1	1.09801
0	1.09801
1	1.09906
0	1.09906
1	1.09933
0	1.09933
1	1.09961
0	1.09961
1	1.10106
0	1.10106
1	1.10155
0	1.10155
1	1.10263
0	1.10263
1	1.10291
0	1.10291
1	1.10467
0	1.10467
1	1.10544
0	1.10544
1	1.10571
0	1.10571
1	1.1074
0	1.1074
1	1.1078
0	1.1078
1	1.10916
0	1.10916
1	1.11022
0	1.11022
1	1.11205
0	1.11205
1	1.11233
0	1.11233
1	1.1126
0	1.1126
1	1.11296
0	1.11296
1	1.11524
0	1.11524
1	1.11551
0	1.11551
1	1.11579
0	1.11579
1	1.11713
0	1.11713
1	1.11787
0	1.11787
1	1.11908
0	1.11908
1	1.12011
0	1.12011
1	1.12038
0	1.12038
1	1.12067
0	1.12067
1	1.121
0	1.121
1	1.12336
0	1.12336
1	1.12465
0	1.12465
1	1.12571
0	1.12571
1	1.12891
0	1.12891
1	1.13101
0	1.13101
1	1.13195
0	1.13195
1	1.13223
0	1.13223
1	1.1325
0	1.1325
1	1.1336
0	1.1336
1	1.1387
0	1.1387
1	1.13907
0	1.13907
1	1.14009
0	1.14009
1	1.14036
0	1.14036
1	1.14064
0	1.14064
1	1.14091
0	1.14091
1	1.14119
0	1.14119
1	1.14146
0	1.14146
1	1.14174
0	1.14174
1	1.14241
0	1.14241
1	1.14279
0	1.14279
1	1.14335
0	1.14335
1	1.14526
0	1.14526
1	1.14554
0	1.14554
1	1.14804
0	1.14804
1	1.15198
0	1.15198
1	1.15514
0	1.15514
1	1.15558
0	1.15558
1	1.15813
0	1.15813
1	1.1584
0	1.1584
1	1.1599
0	1.1599
1	1.16114
0	1.16114
1	1.16204
0	1.16204
1	1.16231
0	1.16231
1	1.16275
0	1.16275
1	1.16331
0	1.16331
1	1.16365
0	1.16365
1	1.16551
0	1.16551
1	1.16844
0	1.16844
1	1.171
0	1.171
1	1.17127
0	1.17127
1	1.17155
0	1.17155
1	1.17246
0	1.17246
1	1.17528
0	1.17528
1	1.17558
0	1.17558
1	1.17586
0	1.17586
1	1.17654
0	1.17654
1	1.17703
0	1.17703
1	1.17872
0	1.17872
1	1.17908
0	1.17908
1	1.17975
0	1.17975
1	1.18287
0	1.18287
1	1.18353
0	1.18353
1	1.18584
0	1.18584
1	1.18991
0	1.18991
1	1.19024
0	1.19024
1	1.19195
0	1.19195
1	1.1924
0	1.1924
1	1.19405
0	1.19405
1	1.19446
0	1.19446
1	1.19474
0	1.19474
1	1.19545
0	1.19545
1	1.19647
0	1.19647
1	1.19674
0	1.19674
1	1.19767
0	1.19767
1	1.19843
0	1.19843
1	1.19871
0	1.19871
1	1.19898
0	1.19898
1	1.19926
0	1.19926
1	1.20184
0	1.20184
1	1.20212
0	1.20212
1	1.20398
0	1.20398
1	1.20485
0	1.20485
1	1.20521
0	1.20521
1	1.20618
0	1.20618
1	1.20648
0	1.20648
1	1.20768
0	1.20768
1	1.20873
0	1.20873
1	1.20939
0	1.20939
1	1.21144
0	1.21144
1	1.21229
0	1.21229
1	1.21323
0	1.21323
1	1.21352
0	1.21352
1	1.21379
0	1.21379
1	1.21517
0	1.21517
1	1.21545
0	1.21545
1	1.21754
0	1.21754
1	1.21873
0	1.21873
1	1.21944
0	1.21944
1	1.22037
0	1.22037
1	1.22064
0	1.22064
1	1.22343
0	1.22343
1	1.22421
0	1.22421
1	1.22537
0	1.22537
1	1.22608
0	1.22608
1	1.2323
0	1.2323
1	1.23258
0	1.23258
1	1.23594
0	1.23594
1	1.23717
0	1.23717
1	1.23921
0	1.23921
1	1.2396
0	1.2396
1	1.24021
0	1.24021
1	1.24085
0	1.24085
1	1.24154
0	1.24154
1	1.24267
0	1.24267
1	1.24295
0	1.24295
1	1.24322
0	1.24322
1	1.24351
0	1.24351
1	1.24379
0	1.24379
1	1.24588
0	1.24588
1	1.24641
0	1.24641
1	1.24798
0	1.24798
1	1.24859
0	1.24859
1	1.25004
0	1.25004
1	1.25032
0	1.25032
1	1.25074
0	1.25074
1	1.25145
0	1.25145
1	1.25285
0	1.25285
1	1.25672
0	1.25672
1	1.25724
0	1.25724
1	1.25866
0	1.25866
1	1.25966
0	1.25966
1	1.26365
0	1.26365
1	1.26419
0	1.26419
1	1.26446
0	1.26446
1	1.2683
0	1.2683
1	1.26919
0	1.26919
1	1.26956
0	1.26956
1	1.27159
0	1.27159
1	1.27187
0	1.27187
1	1.27214
0	1.27214
1	1.27354
0	1.27354
1	1.27382
0	1.27382
1	1.27409
0	1.27409
1	1.27534
0	1.27534
1	1.27564
0	1.27564
1	1.27705
0	1.27705
1	1.27732
0	1.27732
1	1.28106
0	1.28106
1	1.28144
0	1.28144
1	1.28177
0	1.28177
1	1.28219
0	1.28219
1	1.28546
0	1.28546
1	1.28614
0	1.28614
1	1.28641
0	1.28641
1	1.28669
0	1.28669
1	1.287
0	1.287
1	1.2887
0	1.2887
1	1.28897
0	1.28897
1	1.29
0	1.29
1	1.29108
0	1.29108
1	1.29392
0	1.29392
1	1.29647
0	1.29647
1	1.29818
0	1.29818
1	1.29846
0	1.29846
1	1.29873
0	1.29873
1	1.29917
0	1.29917
1	1.29944
0	1.29944
1	1.30135
0	1.30135
1	1.30238
0	1.30238
1	1.30265
0	1.30265
1	1.30293
0	1.30293
1	1.30369
0	1.30369
1	1.30397
0	1.30397
1	1.30482
0	1.30482
1	1.30622
0	1.30622
1	1.30747
0	1.30747
1	1.3092
0	1.3092
1	1.30953
0	1.30953
1	1.30981
0	1.30981
1	1.31176
0	1.31176
1	1.3124
0	1.3124
1	1.31268
0	1.31268
1	1.31405
0	1.31405
1	1.31491
0	1.31491
1	1.31536
0	1.31536
1	1.31609
0	1.31609
1	1.31649
0	1.31649
1	1.3179
0	1.3179
1	1.31893
0	1.31893
1	1.3209
0	1.3209
1	1.32171
0	1.32171
1	1.32203
0	1.32203
1	1.32231
0	1.32231
1	1.32327
0	1.32327
1	1.32354
0	1.32354
1	1.32494
0	1.32494
1	1.32687
0	1.32687
1	1.32794
0	1.32794
1	1.33008
0	1.33008
1	1.3313
0	1.3313
1	1.33157
0	1.33157
1	1.33287
0	1.33287
1	1.33315
0	1.33315
1	1.33383
0	1.33383
1	1.33524
0	1.33524
1	1.33558
0	1.33558
1	1.33585
0	1.33585
1	1.33613
0	1.33613
1	1.33828
0	1.33828
1	1.33967
0	1.33967
1	1.33994
0	1.33994
1	1.34118
0	1.34118
1	1.34253
0	1.34253
1	1.34392
0	1.34392
1	1.34521
0	1.34521
1	1.34549
0	1.34549
1	1.346
0	1.346
1	1.34743
0	1.34743
1	1.3477
0	1.3477
1	1.34811
0	1.34811
1	1.34949
0	1.34949
1	1.34977
0	1.34977
1	1.35158
0	1.35158
1	1.35229
0	1.35229
1	1.35257
0	1.35257
1	1.35284
0	1.35284
1	1.35312
