Destination-ip: 167840769	meandelay: 0.545654 sec	meanJitter: 0.000341732 sec
Destination-ip: 167838465	meandelay: 0.544843 sec	meanJitter: 0.000460837 sec
Destination-ip: 167840513	meandelay: 0.545091 sec	meanJitter: 0.000337514 sec
Destination-ip: 167838721	meandelay: 0.544238 sec	meanJitter: 0.000448901 sec
Destination-ip: 167840257	meandelay: 0.544717 sec	meanJitter: 0.000462837 sec
Destination-ip: All	meanTotaldelay: 0.545051 sec	meanTotalJitter: 0.000388509 sec
