Destination-ip: 167840257	loss: 0.525126
Destination-ip: 167840769	loss: 0.521426
Destination-ip: 167838465	loss: 0.516192
Destination-ip: 167840513	loss: 0.527121
Destination-ip: 167838721	loss: 0.525522
