Destination-ip: 167840769	meandelay: 0.0337024 sec	meanJitter: 0.00049213 sec
Destination-ip: 167840513	meandelay: 0.0334907 sec	meanJitter: 0.000496763 sec
Destination-ip: 167840257	meandelay: 0.0334527 sec	meanJitter: 0.000672172 sec
Destination-ip: 167838465	meandelay: 0.0333761 sec	meanJitter: 0.0006761 sec
Destination-ip: 167838721	meandelay: 0.0334013 sec	meanJitter: 0.000675394 sec
Destination-ip: All	meanTotaldelay: 0.0335116 sec	meanTotalJitter: 0.000577134 sec
