Destination-ip: 167840769	loss: 0.495372
Destination-ip: 167840257	loss: 0.501644
Destination-ip: 167838465	loss: 0.499675
Destination-ip: 167840513	loss: 0.503459
Destination-ip: 167838721	loss: 0.50251
