Destination-ip: 167840257	ThroughputTx: 7988.61 kbps
Destination-ip: 167838465	ThroughputTx: 7976.44 kbps
Destination-ip: 167840769	ThroughputTx: 7056.39 kbps
Destination-ip: 167840513	ThroughputTx: 6993.27 kbps
Destination-ip: 167838721	ThroughputTx: 7991.65 kbps
