Destination-ip: 167840257	ThroughputTx: 7026.71 kbps
Destination-ip: 167840769	ThroughputTx: 7056.39 kbps
Destination-ip: 167838465	ThroughputTx: 6954.76 kbps
Destination-ip: 167840513	ThroughputTx: 6993.27 kbps
Destination-ip: 167838721	ThroughputTx: 6978.48 kbps
