Destination-ip: 167840769	loss: 0.381592
Destination-ip: 167838465	loss: 0.415366
Destination-ip: 167840513	loss: 0.381802
Destination-ip: 167838721	loss: 0.410986
Destination-ip: 167840257	loss: 0.408091
