Destination-ip: 167840769	ThroughputRx: 500.903 kbps	ThroughputRxPps: 0.0609075 kpps
Destination-ip: 167840513	ThroughputRx: 511.826 kbps	ThroughputRxPps: 0.0622356 kpps
Destination-ip: 167838465	ThroughputRx: 998.681 kbps	ThroughputRxPps: 0.121435 kpps
Destination-ip: 167838721	ThroughputRx: 1011.79 kbps	ThroughputRxPps: 0.123029 kpps
Destination-ip: 167840257	ThroughputRx: 994.263 kbps	ThroughputRxPps: 0.120898 kpps
