loss: 0.727344	loss: 0.348854
loss: 0	loss: 0.52893
loss: 0.824276	loss: 0.565913
loss: 0	loss: 0.599356
loss: 0	loss: 0.599748
loss: 0	loss: 0.536361
loss: 0	loss: 0.359777
loss: 0	loss: 0.204424
loss: 0	loss: 0.598088
loss: 0	loss: 0.601639
loss: 0	loss: 0.603044
loss: 0 loss: 0.598361

	
	
	
	
	
	
	
	
	
	
	
