bwresv	2	500	0.0075269	14667.4
bwresv	2	1000	0.00780467	15294.9
bwresv	2	1500	0.00806069	15636.9
bwresv	2	2000	0.00829684	15833.9
bwresv	2	2500	0.0085036	15894.1
bwresv	2	3000	0.00874443	15940.8
bwresv	2	3500	0.00905115	15960
bwresv	2	4000	0.00951749	15970.9
bwresv	2	4500	0.00993019	15970.7
bwresv	2	5000	0.0110599	15971.3
bwresv	2	5500	0.0114663	15972.1
bwresv	2	6000	0.0119361	15972.2
bwresv	2	6500	0.0122282	15971.8
bwresv	2	7000	0.0124662	15972
bwresv	2	7500	0.0126786	15971.8
bwresv	2	8000	0.0132031	15971.5
bwresv	2	8500	0.0137888	15971
