Destination-ip: 167840769	loss: 0.135619
Destination-ip: 167840513	loss: 0.136364
Destination-ip: 167840257	loss: 0.140103
Destination-ip: 167838465	loss: 0.134095
Destination-ip: 167838721	loss: 0.135992
