bwresv	5	500	0.00841289	15202.3
bwresv	5	1000	0.00974341	15819.7
bwresv	5	1500	0.0106131	15947.8
bwresv	5	2000	0.0111482	15970.8
bwresv	5	2500	0.0114967	15971.8
bwresv	5	3000	0.0118768	15971.8
bwresv	5	3500	0.0122419	15972.8
bwresv	5	4000	0.012962	15972.5
bwresv	5	4500	0.0144099	15972.1
bwresv	5	5000	0.0164455	15971.8
bwresv	5	5500	0.0180111	15971.9
bwresv	5	6000	0.0190845	15971.3
bwresv	5	6500	0.0196744	15971.7
bwresv	5	7000	0.0200856	15972.2
bwresv	5	7500	0.0203454	15971.8
bwresv	5	8000	0.0209514	15971.3
bwresv	5	8500	0.0215414	15970.8
