Destination-ip: 167840769	loss: 0.481865
Destination-ip: 167840257	loss: 0.473633
Destination-ip: 167838465	loss: 0.472645
Destination-ip: 167840513	loss: 0.479798
Destination-ip: 167838721	loss: 0.46366
