Destination-ip: 167840769	ThroughputRx: 5248.63 kbps	ThroughputRxPps: 0.638208 kpps
Destination-ip: 167840513	ThroughputRx: 5187.18 kbps	ThroughputRxPps: 0.630737 kpps
Destination-ip: 167840257	ThroughputRx: 1864.96 kbps	ThroughputRxPps: 0.226771 kpps
Destination-ip: 167838465	ThroughputRx: 1810.4 kbps	ThroughputRxPps: 0.220136 kpps
Destination-ip: 167838721	ThroughputRx: 1860.46 kbps	ThroughputRxPps: 0.226223 kpps
