Destination-ip: 167840769	loss: 0.927543
Destination-ip: 167838465	loss: 0.0799248
Destination-ip: 167838721	loss: 0.0845033
Destination-ip: 167840257	loss: 0.0973172
Destination-ip: 167840513	loss: 0.927263
