Destination-ip: 167840769	loss: 0.215848
Destination-ip: 167840513	loss: 0.216888
Destination-ip: 167838465	loss: 0.245521
Destination-ip: 167838721	loss: 0.250049
Destination-ip: 167840257	loss: 0.247488
