Destination-ip: 167840769	ThroughputTx: 7056.39 kbps
Destination-ip: 167840257	ThroughputTx: 4522.8 kbps
Destination-ip: 167840513	ThroughputTx: 6993.27 kbps
Destination-ip: 167838465	ThroughputTx: 4474.25 kbps
Destination-ip: 167838721	ThroughputTx: 4490.39 kbps
