Destination-ip: 167840257	meandelay: 0.038761 sec	meanJitter: 0.000615761 sec
Destination-ip: 167840769	meandelay: 0.0390261 sec	meanJitter: 0.000585288 sec
Destination-ip: 167838465	meandelay: 0.0388503 sec	meanJitter: 0.00061569 sec
Destination-ip: 167840513	meandelay: 0.0387909 sec	meanJitter: 0.000584848 sec
Destination-ip: 167838721	meandelay: 0.0389481 sec	meanJitter: 0.00061817 sec
Destination-ip: All	meanTotaldelay: 0.0388766 sec	meanTotalJitter: 0.000603376 sec
