Destination-ip: 167838465	meandelay: 0.414294 sec	meanJitter: 0.000495445 sec
Destination-ip: 167838721	meandelay: 0.414095 sec	meanJitter: 0.000531167 sec
Destination-ip: 167840257	meandelay: 0.413976 sec	meanJitter: 0.000532588 sec
Destination-ip: 167840769	meandelay: 0.380254 sec	meanJitter: 0.000967232 sec
Destination-ip: 167840513	meandelay: 0.381815 sec	meanJitter: 0.000962794 sec
Destination-ip: All	meanTotaldelay: 0.411766 sec	meanTotalJitter: 0.000551431 sec
