Destination-ip: 167840769	loss: 0.898339
Destination-ip: 167838465	loss: 0.0178501
Destination-ip: 167838721	loss: 0.0195561
Destination-ip: 167840513	loss: 0.897652
Destination-ip: 167840257	loss: 0.0264729
