bwresv	4	500	0.00813785	15114.6
bwresv	4	1000	0.00903627	15742
bwresv	4	1500	0.0096952	15921.6
bwresv	4	2000	0.0101572	15963.2
bwresv	4	2500	0.0104638	15969.6
bwresv	4	3000	0.0108015	15971.8
bwresv	4	3500	0.0112145	15972.6
bwresv	4	4000	0.011924	15972.6
bwresv	4	4500	0.0131805	15972.1
bwresv	4	5000	0.0146655	15971.2
bwresv	4	5500	0.015781	15972.1
bwresv	4	6000	0.0166468	15971.6
bwresv	4	6500	0.017158	15971.5
bwresv	4	7000	0.0175214	15972.1
bwresv	4	7500	0.0177828	15971.2
bwresv	4	8000	0.0183833	15971.3
bwresv	4	8500	0.0189706	15971.3
