Destination-ip: 167838465	loss: 0.566101
Destination-ip: 167840769	loss: 0.541869
Destination-ip: 167838721	loss: 0.570548
Destination-ip: 167840257	loss: 0.57116
Destination-ip: 167840513	loss: 0.538842
