Destination-ip: 167838465	loss: 0.323524
Destination-ip: 167840769	loss: 0.890657
Destination-ip: 167838721	loss: 0.33143
Destination-ip: 167840257	loss: 0.330829
Destination-ip: 167840513	loss: 0.890685
