Destination-ip: 167838465	ThroughputRx: 3294.26 kbps	ThroughputRxPps: 0.400567 kpps
Destination-ip: 167840769	ThroughputRx: 3042.99 kbps	ThroughputRxPps: 0.370014 kpps
Destination-ip: 167838721	ThroughputRx: 3263.46 kbps	ThroughputRxPps: 0.396821 kpps
Destination-ip: 167840257	ThroughputRx: 3296.15 kbps	ThroughputRxPps: 0.400796 kpps
Destination-ip: 167840513	ThroughputRx: 3076.73 kbps	ThroughputRxPps: 0.374116 kpps
