Destination-ip: 167840769	ThroughputRx: 6501.29 kbps	ThroughputRxPps: 0.790526 kpps
Destination-ip: 167840513	ThroughputRx: 6458.25 kbps	ThroughputRxPps: 0.785294 kpps
Destination-ip: 167838465	ThroughputRx: 997.34 kbps	ThroughputRxPps: 0.121272 kpps
Destination-ip: 167838721	ThroughputRx: 1010.33 kbps	ThroughputRxPps: 0.122852 kpps
Destination-ip: 167840257	ThroughputRx: 992.866 kbps	ThroughputRxPps: 0.120728 kpps
