Destination-ip: 167840769	ThroughputRx: 3194.85 kbps	ThroughputRxPps: 0.388479 kpps
Destination-ip: 167838465	ThroughputRx: 3193.69 kbps	ThroughputRxPps: 0.388338 kpps
Destination-ip: 167838721	ThroughputRx: 3194.17 kbps	ThroughputRxPps: 0.388396 kpps
Destination-ip: 167840513	ThroughputRx: 3194.46 kbps	ThroughputRxPps: 0.388432 kpps
Destination-ip: 167840257	ThroughputRx: 3194.17 kbps	ThroughputRxPps: 0.388396 kpps
