Destination-ip: 167840769	ThroughputRx: 4278.85 kbps	ThroughputRxPps: 0.520288 kpps
Destination-ip: 167840513	ThroughputRx: 4275.5 kbps	ThroughputRxPps: 0.519881 kpps
Destination-ip: 167838465	ThroughputRx: 2457.09 kbps	ThroughputRxPps: 0.298771 kpps
Destination-ip: 167838721	ThroughputRx: 2456.8 kbps	ThroughputRxPps: 0.298735 kpps
Destination-ip: 167840257	ThroughputRx: 2503.72 kbps	ThroughputRxPps: 0.30444 kpps
