Destination-ip: 167838465	meandelay: 0.210143 sec	meanJitter: 0.000551587 sec
Destination-ip: 167840769	meandelay: 0.199585 sec	meanJitter: 0.0011695 sec
Destination-ip: 167838721	meandelay: 0.210041 sec	meanJitter: 0.000540051 sec
Destination-ip: 167840257	meandelay: 0.21 sec	meanJitter: 0.000557108 sec
Destination-ip: 167840513	meandelay: 0.20025 sec	meanJitter: 0.00120092 sec
Destination-ip: All	meanTotaldelay: 0.209381 sec	meanTotalJitter: 0.000592235 sec
