Destination-ip: 167840769	loss: 0.54173
Destination-ip: 167838465	loss: 0.347239
Destination-ip: 167838721	loss: 0.352694
Destination-ip: 167840513	loss: 0.538703
Destination-ip: 167840257	loss: 0.362726
