Destination-ip: 167838465	loss: 0.32372
Destination-ip: 167840769	loss: 0.927405
Destination-ip: 167838721	loss: 0.330522
Destination-ip: 167840257	loss: 0.331476
Destination-ip: 167840513	loss: 0.926914
