Destination-ip: 167840769	loss: 0.925398
Destination-ip: 167838465	loss: 0.0172584
Destination-ip: 167838721	loss: 0.0189694
Destination-ip: 167840513	loss: 0.929422
Destination-ip: 167840257	loss: 0.025799
