Destination-ip: 167838465	meandelay: 0.558091 sec	meanJitter: 0.000218589 sec
Destination-ip: 167838721	meandelay: 0.557435 sec	meanJitter: 0.000214635 sec
Destination-ip: 167840257	meandelay: 0.557141 sec	meanJitter: 0.00021901 sec
Destination-ip: 167840769	meandelay: 0.556806 sec	meanJitter: 0.000260534 sec
Destination-ip: 167840513	meandelay: 0.556763 sec	meanJitter: 0.00025724 sec
Destination-ip: All	meanTotaldelay: 0.557287 sec	meanTotalJitter: 0.00023194 sec
