Destination-ip: 167838465	ThroughputRx: 3466.5 kbps	ThroughputRxPps: 0.42151 kpps
Destination-ip: 167838721	ThroughputRx: 3483.52 kbps	ThroughputRxPps: 0.423579 kpps
Destination-ip: 167840257	ThroughputRx: 3424.36 kbps	ThroughputRxPps: 0.416386 kpps
Destination-ip: 167840769	ThroughputRx: 2811.11 kbps	ThroughputRxPps: 0.341817 kpps
Destination-ip: 167840513	ThroughputRx: 2786.31 kbps	ThroughputRxPps: 0.338802 kpps
