Destination-ip: 167840769	ThroughputRx: 5756.1 kbps	ThroughputRxPps: 0.699914 kpps
Destination-ip: 167840513	ThroughputRx: 5734.21 kbps	ThroughputRxPps: 0.697253 kpps
Destination-ip: 167838465	ThroughputRx: 1490.29 kbps	ThroughputRxPps: 0.181212 kpps
Destination-ip: 167838721	ThroughputRx: 1488.27 kbps	ThroughputRxPps: 0.180967 kpps
Destination-ip: 167840257	ThroughputRx: 1503.09 kbps	ThroughputRxPps: 0.182769 kpps
