Destination-ip: 167838465	meandelay: 0.0322862 sec	meanJitter: 0.000466295 sec
Destination-ip: 167838721	meandelay: 0.0323146 sec	meanJitter: 0.000500802 sec
Destination-ip: 167840257	meandelay: 0.0323077 sec	meanJitter: 0.000497966 sec
Destination-ip: 167840769	meandelay: 0.0320314 sec	meanJitter: 0.000716631 sec
Destination-ip: 167840513	meandelay: 0.0322144 sec	meanJitter: 0.000702937 sec
Destination-ip: All	meanTotaldelay: 0.0322912 sec	meanTotalJitter: 0.000502375 sec
