Destination-ip: 167840769	meandelay: 0.497989 sec	meanJitter: 0.000419033 sec
Destination-ip: 167840513	meandelay: 0.497384 sec	meanJitter: 0.000425827 sec
Destination-ip: 167838465	meandelay: 0.498605 sec	meanJitter: 0.000828096 sec
Destination-ip: 167838721	meandelay: 0.495306 sec	meanJitter: 0.000825652 sec
Destination-ip: 167840257	meandelay: 0.497628 sec	meanJitter: 0.000813242 sec
Destination-ip: All	meanTotaldelay: 0.49757 sec	meanTotalJitter: 0.000517063 sec
