Destination-ip: 167838465	meandelay: 0.0428855 sec	meanJitter: 0.000562395 sec
Destination-ip: 167840769	meandelay: 0.0429208 sec	meanJitter: 0.000592213 sec
Destination-ip: 167838721	meandelay: 0.0429516 sec	meanJitter: 0.000616712 sec
Destination-ip: 167840257	meandelay: 0.0429674 sec	meanJitter: 0.000621065 sec
Destination-ip: 167840513	meandelay: 0.0428855 sec	meanJitter: 0.000541768 sec
Destination-ip: All	meanTotaldelay: 0.0429222 sec	meanTotalJitter: 0.00058683 sec
