Destination-ip: 167840769	ThroughputRx: 5753.48 kbps	ThroughputRxPps: 0.699596 kpps
Destination-ip: 167840513	ThroughputRx: 5744.88 kbps	ThroughputRxPps: 0.69855 kpps
Destination-ip: 167838465	ThroughputRx: 1487.54 kbps	ThroughputRxPps: 0.180878 kpps
Destination-ip: 167838721	ThroughputRx: 1485.53 kbps	ThroughputRxPps: 0.180633 kpps
Destination-ip: 167840257	ThroughputRx: 1500.32 kbps	ThroughputRxPps: 0.182432 kpps
