Destination-ip: 167840769	ThroughputTx: 7056.39 kbps
Destination-ip: 167840257	ThroughputTx: 6031.66 kbps
Destination-ip: 167838465	ThroughputTx: 5956.99 kbps
Destination-ip: 167840513	ThroughputTx: 6993.27 kbps
Destination-ip: 167838721	ThroughputTx: 5977.49 kbps
