Destination-ip: 167840769	ThroughputRx: 6602.39 kbps	ThroughputRxPps: 0.802819 kpps
Destination-ip: 167840513	ThroughputRx: 6552.81 kbps	ThroughputRxPps: 0.796791 kpps
Destination-ip: 167838465	ThroughputRx: 937.027 kbps	ThroughputRxPps: 0.113938 kpps
Destination-ip: 167838721	ThroughputRx: 949.622 kbps	ThroughputRxPps: 0.11547 kpps
Destination-ip: 167840257	ThroughputRx: 928.921 kbps	ThroughputRxPps: 0.112952 kpps
