1p	1.00318
1p	1.00385
1p	1.00395
1p	1.00454
1p	1.00512
1p	1.00523
1p	1.00582
1p	1.00641
1p	1.00649
1p	1.00657
1p	1.00666
1p	1.007
1p	1.00717
1p	1.00733
1p	1.00765
1p	1.00823
1p	1.00865
1p	1.00896
1p	1.00939
1p	1.00947
1p	1.00955
1p	1.01003
1p	1.01039
1p	1.01071
1p	1.01098
1p	1.01106
1p	1.01159
1p	1.01404
1p	1.01412
1p	1.01425
1p	1.01463
1p	1.01471
1p	1.01616
1p	1.01631
1p	1.01639
1p	1.01695
1p	1.01797
1p	1.01822
1p	1.01856
1p	1.01967
1p	1.02026
1p	1.02179
1p	1.02233
1p	1.02242
1p	1.02354
1p	1.02413
1p	1.02421
1p	1.02439
1p	1.0251
1p	1.02548
1p	1.02579
1p	1.02607
1p	1.02621
1p	1.02637
1p	1.02716
1p	1.02739
1p	1.02793
1p	1.02802
1p	1.02852
1p	1.02967
1p	1.03043
1p	1.03102
1p	1.03162
1p	1.03173
1p	1.03221
1p	1.03287
1p	1.03296
1p	1.03354
1p	1.03384
1p	1.03441
1p	1.03472
1p	1.03493
1p	1.03502
1p	1.03531
1p	1.0359
1p	1.03598
1p	1.03657
1p	1.03774
1p	1.03789
1p	1.03833
1p	1.03869
1p	1.03898
1p	1.03941
1p	1.03957
1p	1.03995
1p	1.04003
1p	1.04074
1p	1.04083
1p	1.04091
1p	1.04133
1p	1.04143
1p	1.04203
1p	1.04248
1p	1.04262
1p	1.04307
1p	1.04431
1p	1.04473
1p	1.04481
1p	1.04489
1p	1.04532
1p	1.04606
1p	1.04614
1p	1.04664
1p	1.04673
1p	1.04681
1p	1.04749
1p	1.04795
1p	1.04854
1p	1.04898
1p	1.04955
1p	1.04964
1p	1.05052
1p	1.05111
1p	1.05275
1p	1.05285
1p	1.05344
1p	1.05365
1p	1.05424
1p	1.05481
1p	1.05566
1p	1.0559
1p	1.05608
1p	1.05625
1p	1.05649
1p	1.05757
1p	1.05793
1p	1.05814
1p	1.05828
1p	1.05837
1p	1.05852
1p	1.0589
1p	1.05963
1p	1.05978
1p	1.05992
1p	1.06034
1p	1.06043
1p	1.06051
1p	1.06141
1p	1.062
1p	1.0624
1p	1.06292
1p	1.06301
1p	1.06351
1p	1.06359
1p	1.06404
1p	1.0652
1p	1.0656
1p	1.06568
1p	1.06579
1p	1.0661
1p	1.06625
1p	1.06684
1p	1.0677
1p	1.0684
1p	1.06854
1p	1.06913
1p	1.06954
1p	1.06985
1p	1.07013
1p	1.07043
1p	1.07052
1p	1.07145
1p	1.07172
1p	1.07203
1p	1.07211
1p	1.07231
1p	1.07297
1p	1.07355
1p	1.07409
1p	1.07437
1p	1.07496
1p	1.07574
1p	1.07599
1p	1.07633
1p	1.07693
1p	1.07701
1p	1.07709
1p	1.07718
1p	1.07752
1p	1.07764
1p	1.07805
1p	1.07863
1p	1.07902
1p	1.0791
1p	1.07918
1p	1.07926
1p	1.07961
1p	1.08002
1p	1.08061
1p	1.08132
1p	1.08191
1p	1.082
1p	1.08214
1p	1.08231
1p	1.0829
1p	1.08358
1p	1.08404
1p	1.08417
1p	1.08425
1p	1.08503
1p	1.08549
1p	1.08562
1p	1.08607
1p	1.08616
1p	1.0869
1p	1.08735
1p	1.08749
1p	1.08786
1p	1.08814
1p	1.08845
1p	1.08921
1p	1.08941
1p	1.08949
1p	1.0898
1p	1.09001
1p	1.09089
1p	1.09131
1p	1.09147
1p	1.09175
1p	1.0919
1p	1.09206
1p	1.09285
1p	1.09293
1p	1.09302
1p	1.09344
1p	1.09352
1p	1.09381
1p	1.09431
1p	1.09489
1p	1.09498
1p	1.09556
1p	1.09599
1p	1.09621
1p	1.09647
1p	1.0968
1p	1.09706
1p	1.09718
1p	1.09805
1p	1.09863
1p	1.09876
1p	1.09924
1p	1.09935
1p	1.09944
1p	1.09996
1p	1.10069
1p	1.10135
1p	1.10194
1p	1.10254
1p	1.10313
1p	1.10326
1p	1.10385
1p	1.10428
1p	1.10556
1p	1.10595
1p	1.10607
1p	1.10634
1p	1.10653
1p	1.10736
1p	1.10762
1p	1.10795
1p	1.10813
1p	1.10821
1p	1.10877
1p	1.10907
1p	1.10966
1p	1.10999
1p	1.11029
1p	1.11066
1p	1.11125
1p	1.11138
1p	1.11197
1p	1.11205
1p	1.11213
1p	1.11235
1p	1.11368
1p	1.11407
1p	1.11416
1p	1.11427
1p	1.11467
1p	1.1153
1p	1.11586
1p	1.11595
1p	1.11645
1p	1.11711
1p	1.11734
1p	1.11792
1p	1.11917
1p	1.11932
1p	1.11991
1p	1.12012
1p	1.12058
1p	1.12106
1p	1.12117
1p	1.12126
1p	1.12165
1p	1.12218
1p	1.12227
1p	1.12244
1p	1.12285
1p	1.12303
1p	1.12328
1p	1.12345
1p	1.1253
1p	1.12538
1p	1.12551
1p	1.12588
1p	1.12596
1p	1.12635
1p	1.12647
1p	1.12723
1p	1.12736
1p	1.12782
1p	1.12841
1p	1.12987
1p	1.13046
1p	1.13066
1p	1.13125
1p	1.13164
1p	1.13191
1p	1.13199
1p	1.13213
1p	1.13222
1p	1.13272
1p	1.13397
1p	1.13405
1p	1.13417
1p	1.1343
1p	1.13475
1p	1.13489
1p	1.13527
1p	1.13681
1p	1.13733
1p	1.13742
1p	1.13894
1p	1.13928
1p	1.13953
1p	1.13987
1p	1.14082
1p	1.14142
1p	1.14182
1p	1.14201
1p	1.14241
1p	1.14269
1p	1.14288
1p	1.14326
1p	1.14335
1p	1.14397
1p	1.14415
1p	1.14456
1p	1.14474
1p	1.14532
1p	1.14545
1p	1.14583
1p	1.14604
1p	1.14613
1p	1.14666
1p	1.14733
1p	1.14781
1p	1.14789
1p	1.14798
1p	1.1484
1p	1.1494
1p	1.1497
1p	1.14999
1p	1.15029
1p	1.15037
1p	1.15241
1p	1.15272
1p	1.15281
1p	1.15331
1p	1.15339
1p	1.15472
1p	1.15509
1p	1.15523
1p	1.15531
1p	1.15581
1p	1.15649
1p	1.15695
1p	1.15708
1p	1.15716
1p	1.15754
1p	1.15835
1p	1.15843
1p	1.15896
1p	1.15948
1p	1.15969
1p	1.16001
1p	1.16009
1p	1.16041
1p	1.1606
1p	1.16081
1p	1.16125
1p	1.1616
1p	1.16175
1p	1.16183
1p	1.16219
1p	1.16268
1p	1.16287
1p	1.16327
1p	1.16356
1p	1.16415
1p	1.16423
1p	1.16479
1p	1.16601
1p	1.16657
1p	1.16665
1p	1.16741
1p	1.168
1p	1.16815
1p	1.16863
1p	1.16875
1p	1.16934
1p	1.16947
1p	1.17005
1p	1.17021
1p	1.17118
1p	1.17126
1p	1.17177
1p	1.17332
1p	1.17461
1p	1.17499
1p	1.1752
1p	1.17558
1p	1.17647
1p	1.17686
1p	1.17742
1p	1.17751
1p	1.17819
1p	1.17853
1p	1.17883
1p	1.17942
1p	1.1795
1p	1.18025
1p	1.181
1p	1.18159
1p	1.1817
1p	1.18222
1p	1.18258
1p	1.18281
1p	1.18316
1p	1.18375
