Destination-ip: 167840769	meandelay: 0.552114 sec	meanJitter: 0.00029851 sec
Destination-ip: 167838465	meandelay: 0.551993 sec	meanJitter: 0.000355332 sec
Destination-ip: 167838721	meandelay: 0.551267 sec	meanJitter: 0.000363925 sec
Destination-ip: 167840513	meandelay: 0.551322 sec	meanJitter: 0.000292763 sec
Destination-ip: 167840257	meandelay: 0.551811 sec	meanJitter: 0.000354147 sec
Destination-ip: All	meanTotaldelay: 0.551705 sec	meanTotalJitter: 0.000327342 sec
