Destination-ip: 167840769	loss: 0.810519
Destination-ip: 167838465	loss: 0.00731202
Destination-ip: 167840513	loss: 0.809238
Destination-ip: 167838721	loss: 0.00412505
Destination-ip: 167840257	loss: 0.00482884
