Destination-ip: 167838465	loss: 0.367164
Destination-ip: 167838721	loss: 0.372432
Destination-ip: 167840769	loss: 0.892318
Destination-ip: 167840257	loss: 0.372819
Destination-ip: 167840513	loss: 0.890894
