Destination-ip: 167840769	loss: 0.0942561
Destination-ip: 167840513	loss: 0.0980283
Destination-ip: 167838465	loss: 0.125933
Destination-ip: 167838721	loss: 0.13264
Destination-ip: 167840257	loss: 0.127132
