Destination-ip: 167840769	meandelay: 0.0367182 sec	meanJitter: 0.000483074 sec
Destination-ip: 167840257	meandelay: 0.0363566 sec	meanJitter: 0.000565284 sec
Destination-ip: 167838465	meandelay: 0.0362538 sec	meanJitter: 0.00056636 sec
Destination-ip: 167840513	meandelay: 0.0363975 sec	meanJitter: 0.000493878 sec
Destination-ip: 167838721	meandelay: 0.0365403 sec	meanJitter: 0.000559102 sec
Destination-ip: All	meanTotaldelay: 0.0364637 sec	meanTotalJitter: 0.000529342 sec
