bwresv	960	500	0.0100205	15408.9
bwresv	960	1000	0.384529	15970.8
bwresv	960	1500	0.496569	15971.8
bwresv	960	2000	0.522363	15972.6
bwresv	960	2500	0.533426	15971.8
bwresv	960	3000	0.539771	15971.6
bwresv	960	3500	0.543031	15972.3
bwresv	960	4000	0.545048	15972.4
bwresv	960	4500	0.543991	15972
bwresv	960	5000	0.538409	15971.3
bwresv	960	5500	0.551671	15972.2
bwresv	960	6000	0.55224	15971.2
bwresv	960	6500	0.553239	15971.9
bwresv	960	7000	0.554076	15972.3
bwresv	960	7500	0.554821	15971.5
bwresv	960	8000	0.555328	15971.8
bwresv	960	8500	0.555832	15971.7
