Destination-ip: 167840769	meandelay: 0.0322745 sec	meanJitter: 0.000594209 sec
Destination-ip: 167840513	meandelay: 0.0322929 sec	meanJitter: 0.00060197 sec
Destination-ip: 167838465	meandelay: 0.0326648 sec	meanJitter: 0.000627945 sec
Destination-ip: 167838721	meandelay: 0.0325541 sec	meanJitter: 0.000631371 sec
Destination-ip: 167840257	meandelay: 0.0326396 sec	meanJitter: 0.000618086 sec
Destination-ip: All	meanTotaldelay: 0.032471 sec	meanTotalJitter: 0.000613524 sec
