bwresv	640	500	0.0100205	15408.9
bwresv	640	1000	0.38369	15970.8
bwresv	640	1500	0.496252	15971.8
bwresv	640	2000	0.522217	15972.7
bwresv	640	2500	0.533352	15971.8
bwresv	640	3000	0.539688	15971.6
bwresv	640	3500	0.542956	15972.4
bwresv	640	4000	0.544975	15972.4
bwresv	640	4500	0.543838	15972
bwresv	640	5000	0.538346	15971.3
bwresv	640	5500	0.550682	15972.2
bwresv	640	6000	0.551809	15971.2
bwresv	640	6500	0.553007	15971.8
bwresv	640	7000	0.553937	15972.3
bwresv	640	7500	0.554718	15971.5
bwresv	640	8000	0.555242	15971.8
bwresv	640	8500	0.555766	15971.6
