Destination-ip: 167840769	loss: 0.416678
Destination-ip: 167838465	loss: 0.437771
Destination-ip: 167838721	loss: 0.434145
Destination-ip: 167840513	loss: 0.422699
Destination-ip: 167840257	loss: 0.431556
