Destination-ip: 167840769	loss: 0.446851
Destination-ip: 167838465	loss: 0.458158
Destination-ip: 167838721	loss: 0.458593
Destination-ip: 167840257	loss: 0.468438
Destination-ip: 167840513	loss: 0.449244
