Destination-ip: 167840769	ThroughputTx: 6990.93 kbps
Destination-ip: 167838465	ThroughputTx: 4433.9 kbps
Destination-ip: 167840513	ThroughputTx: 6944.39 kbps
Destination-ip: 167838721	ThroughputTx: 4457.12 kbps
Destination-ip: 167840257	ThroughputTx: 4509.21 kbps
