Destination-ip: 167840769	meandelay: 0.517723 sec	meanJitter: 0.000476515 sec
Destination-ip: 167840513	meandelay: 0.517722 sec	meanJitter: 0.000484127 sec
Destination-ip: 167838465	meandelay: 0.531524 sec	meanJitter: 0.00073502 sec
Destination-ip: 167838721	meandelay: 0.529994 sec	meanJitter: 0.000700795 sec
Destination-ip: 167840257	meandelay: 0.531055 sec	meanJitter: 0.000715662 sec
Destination-ip: All	meanTotaldelay: 0.522363 sec	meanTotalJitter: 0.000563988 sec
