Destination-ip: 167840769	loss: 0.540208
Destination-ip: 167838465	loss: 0.0715795
Destination-ip: 167840513	loss: 0.53717
Destination-ip: 167838721	loss: 0.0746394
Destination-ip: 167840257	loss: 0.0903838
