1p	1.00318
1p	1.00385
1p	1.00395
1p	1.00454
1p	1.00523
1p	1.00582
1p	1.00641
1p	1.00658
1p	1.007
1p	1.00717
1p	1.00765
1p	1.00816
1p	1.00825
1p	1.00896
1p	1.00944
1p	1.00955
1p	1.01003
1p	1.01039
1p	1.01084
1p	1.01093
1p	1.01101
1p	1.01109
1p	1.01159
1p	1.01257
1p	1.01404
1p	1.01412
1p	1.01463
1p	1.01471
1p	1.01521
1p	1.01636
1p	1.01669
1p	1.01695
1p	1.01797
1p	1.01856
1p	1.01933
1p	1.01967
1p	1.02026
1p	1.02179
1p	1.02238
1p	1.02354
1p	1.02413
1p	1.02548
1p	1.02579
1p	1.02607
1p	1.02637
1p	1.02646
1p	1.02739
1p	1.02793
1p	1.02802
1p	1.02852
1p	1.03023
1p	1.03043
1p	1.03054
1p	1.03102
1p	1.03162
1p	1.03221
1p	1.03295
1p	1.03354
1p	1.03435
1p	1.03444
1p	1.03472
1p	1.035
1p	1.03531
1p	1.03598
1p	1.03657
1p	1.03774
1p	1.03833
1p	1.03898
1p	1.03941
1p	1.03957
1p	1.03999
1p	1.04074
1p	1.04084
1p	1.04133
1p	1.04143
1p	1.04203
1p	1.04248
1p	1.04258
1p	1.04267
1p	1.04307
1p	1.04431
1p	1.04473
1p	1.04489
1p	1.04532
1p	1.04606
1p	1.04614
1p	1.04623
1p	1.04664
1p	1.04673
1p	1.04681
1p	1.04795
1p	1.04811
1p	1.04854
1p	1.04898
1p	1.04956
1p	1.05035
1p	1.05052
1p	1.05111
1p	1.05223
1p	1.05285
1p	1.05344
1p	1.05365
1p	1.05424
1p	1.05566
1p	1.0559
1p	1.05625
1p	1.05649
1p	1.05726
1p	1.05793
1p	1.05831
1p	1.05852
1p	1.0589
1p	1.05978
1p	1.05992
1p	1.06036
1p	1.06051
1p	1.06138
1p	1.06146
1p	1.062
1p	1.0624
1p	1.06292
1p	1.06301
1p	1.06351
1p	1.06367
1p	1.0652
1p	1.0656
1p	1.06579
1p	1.06625
1p	1.06684
1p	1.06779
1p	1.06854
1p	1.06913
1p	1.06954
1p	1.06972
1p	1.06985
1p	1.07013
1p	1.07043
1p	1.07145
1p	1.07172
1p	1.07204
1p	1.07231
1p	1.07297
1p	1.07355
1p	1.0737
1p	1.07437
1p	1.07496
1p	1.0753
1p	1.07574
1p	1.07633
1p	1.07693
1p	1.07705
1p	1.07752
1p	1.07764
1p	1.07782
1p	1.07863
1p	1.07902
1p	1.07921
1p	1.07942
1p	1.07961
1p	1.08002
1p	1.08061
1p	1.08132
1p	1.08191
1p	1.08231
1p	1.0829
1p	1.08358
1p	1.08417
1p	1.08503
1p	1.08549
1p	1.08562
1p	1.08607
1p	1.0869
1p	1.08738
1p	1.08749
1p	1.08786
1p	1.08845
1p	1.08921
1p	1.08942
1p	1.0898
1p	1.09001
1p	1.09131
1p	1.09147
1p	1.09155
1p	1.0919
1p	1.09206
1p	1.09285
1p	1.09293
1p	1.09302
1p	1.09344
1p	1.09352
1p	1.09431
1p	1.09489
1p	1.09498
1p	1.09556
1p	1.09621
1p	1.09647
1p	1.0968
1p	1.09703
1p	1.09711
1p	1.09876
1p	1.09935
1p	1.09944
1p	1.09996
1p	1.10135
1p	1.10194
1p	1.10254
1p	1.10313
1p	1.10326
1p	1.10341
1p	1.10385
1p	1.10595
1p	1.10653
1p	1.10736
1p	1.10753
1p	1.10795
1p	1.10818
1p	1.10877
1p	1.10907
1p	1.10966
1p	1.11007
1p	1.11066
1p	1.11125
1p	1.11138
1p	1.11197
1p	1.11306
1p	1.11368
1p	1.11408
1p	1.11419
1p	1.11427
1p	1.11449
1p	1.11467
1p	1.1153
1p	1.11586
1p	1.11595
1p	1.11645
1p	1.11718
1p	1.11734
1p	1.11792
1p	1.11861
1p	1.11932
1p	1.11991
1p	1.12058
1p	1.12106
1p	1.12117
1p	1.12165
1p	1.12226
1p	1.12244
1p	1.12285
1p	1.12303
1p	1.12499
1p	1.12534
1p	1.12588
1p	1.12596
1p	1.12605
1p	1.12647
1p	1.12723
1p	1.12782
1p	1.12911
1p	1.1292
1p	1.12987
1p	1.13012
1p	1.13046
1p	1.13066
1p	1.13125
1p	1.13164
1p	1.13213
1p	1.13222
1p	1.13272
1p	1.13332
1p	1.13417
1p	1.1343
1p	1.13472
1p	1.1348
1p	1.13489
1p	1.13681
1p	1.1374
1p	1.13884
1p	1.13894
1p	1.13928
1p	1.13953
1p	1.13987
1p	1.14142
1p	1.14182
1p	1.14198
1p	1.14207
1p	1.14241
1p	1.14269
1p	1.14328
1p	1.14397
1p	1.14415
1p	1.14456
1p	1.14474
1p	1.14545
1p	1.14604
1p	1.14613
1p	1.14621
1p	1.14666
1p	1.14733
1p	1.14781
1p	1.14792
1p	1.1484
1p	1.1494
1p	1.1497
1p	1.1499
1p	1.14999
1p	1.15029
1p	1.15192
1p	1.15206
1p	1.15272
1p	1.15281
1p	1.15331
1p	1.15339
1p	1.15402
1p	1.15472
1p	1.15523
1p	1.15531
1p	1.15581
1p	1.15604
1p	1.15618
1p	1.15649
1p	1.15695
1p	1.15708
1p	1.15754
1p	1.15837
1p	1.15896
1p	1.15948
1p	1.16001
1p	1.16009
1p	1.1606
1p	1.16125
1p	1.1616
1p	1.16183
1p	1.16192
1p	1.16219
1p	1.16227
1p	1.16268
1p	1.16327
1p	1.16356
1p	1.16415
1p	1.16423
1p	1.16479
1p	1.166
1p	1.16608
1p	1.16631
1p	1.1666
1p	1.16741
1p	1.168
1p	1.16875
1p	1.16934
1p	1.16947
1p	1.17005
1p	1.17014
1p	1.17118
1p	1.17177
1p	1.17263
1p	1.17421
1p	1.17461
1p	1.17499
1p	1.1752
1p	1.17558
1p	1.17675
1p	1.17686
1p	1.17745
1p	1.17883
1p	1.17942
1p	1.17971
1p	1.181
1p	1.18141
1p	1.18159
1p	1.18222
1p	1.18258
1p	1.18281
1p	1.18316
1p	1.18375
1p	1.18383
1p	1.18433
1p	1.18473
1p	1.18532
1p	1.18553
1p	1.18629
1p	1.18688
1p	1.18901
1p	1.1896
1p	1.1899
1p	1.19086
1p	1.19145
1p	1.19227
1p	1.19246
1p	1.19265
1p	1.19305
1p	1.19324
1p	1.19402
1p	1.19411
1p	1.19434
1p	1.19469
1p	1.19493
1p	1.19519
1p	1.19574
1p	1.19633
1p	1.19642
1p	1.19669
1p	1.19728
1p	1.19835
1p	1.19894
1p	1.19907
1p	1.19931
1p	1.19966
1p	1.20021
1p	1.2008
1p	1.20303
1p	1.20362
1p	1.20471
1p	1.2053
1p	1.20539
1p	1.20598
1p	1.20606
1p	1.20648
1p	1.20659
1p	1.20684
1p	1.20726
1p	1.20743
1p	1.20785
1p	1.20905
1p	1.20914
1p	1.20963
1p	1.20973
1p	1.21006
1p	1.21022
1p	1.2106
1p	1.21068
1p	1.21127
1p	1.21208
1p	1.21266
1p	1.21317
1p	1.21418
1p	1.21435
1p	1.21494
1p	1.21545
1p	1.21604
1p	1.21673
1p	1.21731
