bwresv	40	500	0.0100205	15408.9
bwresv	40	1000	0.0424865	15971
bwresv	40	1500	0.0461274	15971.9
bwresv	40	2000	0.0469551	15972.9
bwresv	40	2500	0.0473527	15971.9
bwresv	40	3000	0.0477666	15971.7
bwresv	40	3500	0.0481407	15972.6
bwresv	40	4000	0.0488877	15972.5
bwresv	40	4500	0.0507506	15972.1
bwresv	40	5000	0.0768963	15971.3
bwresv	40	5500	0.104743	15972.1
bwresv	40	6000	0.107874	15971.1
bwresv	40	6500	0.108948	15971.7
bwresv	40	7000	0.109496	15972.2
bwresv	40	7500	0.10984	15971.5
bwresv	40	8000	0.110484	15971.7
bwresv	40	8500	0.111095	15971.6
