Destination-ip: 167840769	loss: 0.815087
Destination-ip: 167838465	loss: 0.00109135
Destination-ip: 167840513	loss: 0.813837
Destination-ip: 167838721	loss: 0.000325662
Destination-ip: 167840257	loss: 0
