Destination-ip: 167840769	loss: 0.347889
Destination-ip: 167838465	loss: 0.377417
Destination-ip: 167840513	loss: 0.356232
Destination-ip: 167838721	loss: 0.366939
Destination-ip: 167840257	loss: 0.373825
