Destination-ip: 167840769	loss: 0.308948
Destination-ip: 167840513	loss: 0.30047
Destination-ip: 167840257	loss: 0.307286
Destination-ip: 167838465	loss: 0.30763
Destination-ip: 167838721	loss: 0.304981
