stresv 500 Destination-ip: 167840769	ThroughputRx: 489.772 kbps	ThroughputRxPps: 0.059554 kpps 0.929965
stresv 1000 Destination-ip: 167840769	ThroughputRx: 500.903 kbps	ThroughputRxPps: 0.0609075 kpps 0.928374
stresv 1500 Destination-ip: 167840769	ThroughputRx: 518.308 kbps	ThroughputRxPps: 0.0630238 kpps 0.925882
stresv 2000 Destination-ip: 167840769	ThroughputRx: 499.378 kbps	ThroughputRxPps: 0.060722 kpps 0.928581
stresv 2500 Destination-ip: 167840769	ThroughputRx: 517.999 kbps	ThroughputRxPps: 0.0629863 kpps 0.92609
stresv 3000 Destination-ip: 167840769	ThroughputRx: 525.91 kbps	ThroughputRxPps: 0.0639482 kpps 0.924775
stresv 3500 Destination-ip: 167840769	ThroughputRx: 511.542 kbps	ThroughputRxPps: 0.0622012 kpps 0.926851
stresv 4000 Destination-ip: 167840769	ThroughputRx: 515.396 kbps	ThroughputRxPps: 0.0626697 kpps 0.926298
stresv 4500 Destination-ip: 167840769	ThroughputRx: 524.115 kbps	ThroughputRxPps: 0.06373 kpps 0.925052
stresv 5000 Destination-ip: 167840769	ThroughputRx: 521.648 kbps	ThroughputRxPps: 0.06343 kpps 0.925398
stresv 5500 Destination-ip: 167840769	ThroughputRx: 506.993 kbps	ThroughputRxPps: 0.061648 kpps 0.927543
stresv 6000 Destination-ip: 167840769	ThroughputRx: 509.39 kbps	ThroughputRxPps: 0.0619394 kpps 0.927059
stresv 6500 Destination-ip: 167840769	ThroughputRx: 506.114 kbps	ThroughputRxPps: 0.0615411 kpps 0.927543
stresv 7000 Destination-ip: 167840769	ThroughputRx: 516.296 kbps	ThroughputRxPps: 0.0627792 kpps 0.92609
stresv 7500 Destination-ip: 167840769	ThroughputRx: 512.881 kbps	ThroughputRxPps: 0.062364 kpps 0.926574
stresv 8000 Destination-ip: 167840769	ThroughputRx: 534.861 kbps	ThroughputRxPps: 0.0650366 kpps 0.92346
stresv 8500 Destination-ip: 167840769	ThroughputRx: 525.756 kbps	ThroughputRxPps: 0.0639295 kpps 0.924913
