Destination-ip: 167840769	meandelay: 0.0217823 sec	meanJitter: 0.00122176 sec
Destination-ip: 167838465	meandelay: 0.0227324 sec	meanJitter: 0.000543272 sec
Destination-ip: 167838721	meandelay: 0.0227494 sec	meanJitter: 0.000544103 sec
Destination-ip: 167840513	meandelay: 0.0217786 sec	meanJitter: 0.00121966 sec
Destination-ip: 167840257	meandelay: 0.0227095 sec	meanJitter: 0.000541816 sec
Destination-ip: All	meanTotaldelay: 0.0226459 sec	meanTotalJitter: 0.000603324 sec
