Destination-ip: 167840769	meandelay: 0.530176 sec	meanJitter: 0.000524247 sec
Destination-ip: 167840513	meandelay: 0.529442 sec	meanJitter: 0.000532779 sec
Destination-ip: 167838465	meandelay: 0.54903 sec	meanJitter: 0.000607751 sec
Destination-ip: 167838721	meandelay: 0.548048 sec	meanJitter: 0.000607491 sec
Destination-ip: 167840257	meandelay: 0.548639 sec	meanJitter: 0.000597539 sec
Destination-ip: All	meanTotaldelay: 0.539771 sec	meanTotalJitter: 0.000568712 sec
