  ThroughputTx: 5273.2 kbps	  ThroughputTx: 5273.2 kbps	  ThroughputTx: 5273.2 kbps	  ThroughputTx: 2109.18 kbps	  ThroughputTx: 1054.59 kbps	  ThroughputTx: 18983.4 kbps	
  ThroughputTx: 5273.2 kbps	  ThroughputTx: 5273.2 kbps	  ThroughputTx: 5273.2 kbps	  ThroughputTx: 2109.18 kbps	  ThroughputTx: 1054.59 kbps	  ThroughputTx: 18983.4 kbps	
  ThroughputTx: 5273.2 kbps	  ThroughputTx: 5273.2 kbps	  ThroughputTx: 5273.2 kbps	  ThroughputTx: 2109.18 kbps	  ThroughputTx: 1054.59 kbps	  ThroughputTx: 18983.4 kbps	
  ThroughputTx: 5.2737e+06  ThroughputTx: 5.2737e+06  ThroughputTx: 5.2737e+06  ThroughputTx: 2.10963e+06  ThroughputTx: 1.05494e+06  ThroughputTx: 1.89857e+07 kbps	
  ThroughputTx: 5.2737e+06  ThroughputTx: 5.2737e+06  ThroughputTx: 5.2737e+06  ThroughputTx: 2.10963e+06  ThroughputTx: 1.05494e+06  ThroughputTx: 1.89857e+07 kbps	
